sm__inst_executed_pipe_tmem.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tmem.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active [%],1.06
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed [%],1.03
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_active [%],1.09
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed [%],1.06
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_active [%],1.01
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed [%],0.98
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_active [%],1.06
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed [%],1.03
sm__inst_executed_pipe_workid.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_workid.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_workid.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_workid.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_workid.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_workid.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_workid.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_workid.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_issued.avg.pct_of_peak_sustained_elapsed [%],72.88
sm__inst_issued.avg.per_cycle_active [inst/cycle],2.99
sm__inst_issued.max.pct_of_peak_sustained_elapsed [%],75.05
sm__inst_issued.max.per_cycle_active [inst/cycle],3.08
sm__inst_issued.min.pct_of_peak_sustained_elapsed [%],69.46
sm__inst_issued.min.per_cycle_active [inst/cycle],2.85
sm__inst_issued.sum.pct_of_peak_sustained_elapsed [%],72.88
sm__inst_issued.sum.per_cycle_active [inst/cycle],442.87
sm__instruction_throughput.avg.pct_of_peak_sustained_elapsed [%],72.88
sm__instruction_throughput.max.pct_of_peak_sustained_elapsed [%],75.05
sm__instruction_throughput.min.pct_of_peak_sustained_elapsed [%],69.78
sm__instruction_throughput.sum.pct_of_peak_sustained_elapsed [%],72.88
sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],72.88
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],75.05
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],69.46
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],72.88
sm__maximum_warps_avg_per_active_cycle [warp],32
sm__maximum_warps_per_active_cycle_pct [%],50
sm__mem_tensor_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__mem_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__mem_tensor_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__mem_tensor_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
sm__mem_tensor_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__mem_tensor_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__mem_tensor_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__mem_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],32.99
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],33.82
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],31.59
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],32.99
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0.33
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0.34
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0.31
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0.33
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],8.90
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],9.12
sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed [%],8.52
sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed [%],8.90
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed [%],18.33
sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed [%],18.79
sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed [%],17.55
sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed [%],18.33
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.47
sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.48
sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.44
sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.47
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.47
sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.48
sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.45
sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.47
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.avg,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.avg.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.max,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.max.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.max.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.min,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.min.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.min.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.sum,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.sum.peak_sustained,"303,104"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"340,023,186,455,300.31"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_off.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.avg,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.avg.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.max,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.max.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.max.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.min,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.min.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.min.per_second,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.sum,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.sum.peak_sustained,"538,851.56"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"604,485,664,809,422.62"
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_bf16_dst_fp32_sparsity_on.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.avg,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.avg.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.avg.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.max,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.max.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.max.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.max.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.min,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.min.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.min.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.min.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.sum,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.sum.peak_sustained,"303,104"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.sum.peak_sustained_elapsed.per_second,"340,023,186,455,300.31"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_off.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.avg,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.avg.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.avg.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.max,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.max.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.max.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.max.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.min,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.min.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.min.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.min.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.sum,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.sum.peak_sustained,"538,851.56"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.sum.peak_sustained_elapsed.per_second,"604,485,664,809,422.62"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp16_sparsity_on.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.avg,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.avg.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.max,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.max.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.max.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.min,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.min.peak_sustained,"2,048"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"2,297,453,962,535.81"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.min.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.sum,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained,"303,104"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"340,023,186,455,300.31"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_off.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.avg,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.avg.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.max,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.max.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.max.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.min,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.min.peak_sustained,"3,640.89"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"4,084,362,600,063.67"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.min.per_second,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.sum,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained,"538,851.56"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"604,485,664,809,422.62"
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_fp16_dst_fp32_sparsity_on.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.avg,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.avg.peak_sustained,"1,024"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"1,148,726,981,267.91"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.max,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.max.peak_sustained,"1,024"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"1,148,726,981,267.91"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.max.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.min,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.min.peak_sustained,"1,024"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"1,148,726,981,267.91"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.min.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.sum,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.sum.peak_sustained,"151,552"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"170,011,593,227,650.16"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_off.sum.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.avg,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.avg.peak_sustained,"1,820.44"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"2,042,181,300,031.83"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.avg.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.max,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.max.peak_sustained,"1,820.44"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"2,042,181,300,031.83"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.max.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.max.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.min,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.min.peak_sustained,"1,820.44"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"2,042,181,300,031.83"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.min.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.min.per_second,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.sum,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.sum.peak_sustained,"269,425.78"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"302,242,832,404,711.31"
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0
sm__ops_path_tensor_op_hmma_src_tf32_dst_fp32_sparsity_on.sum.per_second,0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.avg,0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.avg.peak_sustained,"4,096"
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.avg.peak_sustained_elapsed.per_second,"4,594,907,925,071.63"
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.avg.per_cycle_elapsed,0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.avg.per_second,0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.max,0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0
sm__ops_path_tensor_op_imma_src_int8_sparsity_off.max.peak_sustained,"4,096"
